discovery a d di dis disc y ry ery very discovery others nonNum 0 no no no no no no noEditors 2 others title
in a i in in in n in in in in others nonNum 4 no no lastName no no no noEditors 2 others title
molecular a m mo mol mole r ar lar ular molecular others nonNum 0 no no no no no no noEditors 3 others title
databases. . d da dat data . s. es. ses. databases others nonNum 0 no no no no no no noEditors 3 stopPunct title
IEEE A I IE IEE IEEE E EE EEE IEEE ieee AllCap nonNum 32 no no no no no publisherName noEditors 3 others journal
Transactions a T Tr Tra Tran s ns ons ions transactions InitCap nonNum 0 no no no no no no noEditors 4 others journal
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 4 others journal
Knowledge a K Kn Kno Know e ge dge edge knowledge InitCap nonNum 0 no no no no no no noEditors 4 others journal
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 4 others journal
Data a D Da Dat Data a ta ata Data data InitCap nonNum 0 no no no no no no noEditors 5 others journal
Engineering, , E En Eng Engi , g, ng, ing, engineering InitCap nonNum 0 no no no no no no noEditors 5 contPunct journal
985-987. . 9 98 985 985- . 7. 87. 987. 985987 others possiblePage 0 no no no no no no noEditors 5 stopPunct pages
Special a S Sp Spe Spec l al ial cial special InitCap nonNum 0 no no no no no no noEditors 6 others note
Issue a I Is Iss Issu e ue sue ssue issue InitCap nonNum 0 no no no no no no noEditors 6 others note
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others note
Learning a L Le Lea Lear g ng ing ning learning InitCap nonNum 32 no no no no no publisherName noEditors 6 others note
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 7 others note
Discovery a D Di Dis Disc y ry ery very discovery InitCap nonNum 0 no no no no no no noEditors 7 others note
in a i in in in n in in in in others nonNum 4 no no lastName no no no noEditors 7 others note
Knowledge-Based a K Kn Kno Know d ed sed ased knowledgebased InitCap nonNum 0 no no no no no no noEditors 8 others note
Databases. . D Da Dat Data . s. es. ses. databases InitCap nonNum 0 no no no no no no noEditors 8 stopPunct note

Huffman, , H Hu Huf Huff , n, an, man, huffman InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
A. . A A. A. A. . A. A. A. a singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
(1952). . ( (1 (19 (195 . ). 2). 52). 1952 others year 0 no no no no no no noEditors 1 stopPunct date
A A A A A A A A A A a singleCap nonNum 32 no no no no no publisherName noEditors 1 others title
method a m me met meth d od hod thod method others nonNum 0 no no no no no no noEditors 1 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 2 others title
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 2 others title
construction a c co con cons n on ion tion construction others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 3 others title
minimum a m mi min mini m um mum imum minimum others nonNum 0 no no no no no no noEditors 3 others title
redundancy a r re red redu y cy ncy ancy redundancy others nonNum 0 no no no no no no noEditors 4 others title
codes. . c co cod code . s. es. des. codes others nonNum 0 no no no no no no noEditors 4 stopPunct title
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 5 others booktitle
Institute a I In Ins Inst e te ute tute institute InitCap nonNum 32 no no no no no publisherName noEditors 5 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 6 others booktitle
Radio a R Ra Rad Radi o io dio adio radio InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Engineers a E En Eng Engi s rs ers eers engineers InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
40, , 4 40 40, 40, , 0, 40, 40, 40 others 2dig 0 no no no no no no noEditors 7 contPunct volume
1098-1101. . 1 10 109 1098 . 1. 01. 101. 10981101 others possiblePage 0 no no no no no no noEditors 7 stopPunct pages

Baffes, , B Ba Baf Baff , s, es, fes, baffes InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
P., , P P. P., P., , ., P., P., p singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
& & & & & & & & & & empty AllCap nonNum 0 no no no no no no noEditors 0 others author
Mooney, , M Mo Moo Moon , y, ey, ney, mooney InitCap nonNum 4 no no lastName no no no noEditors 0 contPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
(1993). . ( (1 (19 (199 . ). 3). 93). 1993 others year 0 no no no no no no noEditors 1 stopPunct date
Symbolic a S Sy Sym Symb c ic lic olic symbolic InitCap nonNum 0 no no no no no no noEditors 1 others title
revision a r re rev revi n on ion sion revision others nonNum 0 no no no no no no noEditors 1 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
theories a t th the theo s es ies ries theories others nonNum 0 no no no no no no noEditors 2 others title
with a w wi wit with h th ith with with others nonNum 0 no no no no no no noEditors 2 others title
M-of-N A M M- M-o M-of N -N f-N of-N mofn InitCap nonNum 0 no no no no no no noEditors 3 multiHyphen title
rules. . r ru rul rule . s. es. les. rules others nonNum 0 no no no no no no noEditors 3 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 3 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 3 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 4 others booktitle
Thirteenth a T Th Thi Thir h th nth enth thirteenth InitCap nonNum 0 no no no no no no noEditors 4 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 5 others booktitle
Joint a J Jo Joi Join t nt int oint joint InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
Conference a C Co Con Conf e ce nce ence conference InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 5 others booktitle
Artificial a A Ar Art Arti l al ial cial artificial InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
Intelligence, , I In Int Inte , e, ce, nce, intelligence InitCap nonNum 0 no no no no no no noEditors 6 contPunct booktitle
pp. . p pp pp. pp. . p. pp. pp. pp others nonNum 0 no no no no no no noEditors 6 stopPunct pages
1135-1140, , 1 11 113 1135 , 0, 40, 140, 11351140 others possiblePage 0 no no no no no no noEditors 6 contPunct pages
Chambery, , C Ch Cha Cham , y, ry, ery, chambery InitCap nonNum 0 no no no no no no noEditors 7 contPunct location
France. . F Fr Fra Fran . e. ce. nce. france InitCap nonNum 20 no no lastName no placeName no noEditors 7 stopPunct location
Morgan a M Mo Mor Morg n an gan rgan morgan InitCap nonNum 39 maleName femaleName lastName no no publisherName noEditors 7 others publisher
Kaufmann. . K Ka Kau Kauf . n. nn. ann. kaufmann InitCap nonNum 36 no no lastName no no publisherName noEditors 8 stopPunct publisher

Lamaire, , L La Lam Lama , e, re, ire, lamaire InitCap nonNum 0 no no no no no no noEditors 0 contPunct author
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
O, , O O, O, O, , O, O, O, o singleCap nonNum 0 no no no no no no noEditors 0 contPunct author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 1 stopPunct author
N. . N N. N. N. . N. N. N. n singleCap nonNum 32 no no no no no publisherName noEditors 1 stopPunct author
Serpanos, , S Se Ser Serp , s, os, nos, serpanos InitCap nonNum 0 no no no no no no noEditors 1 contPunct author
Two a T Tw Two Two o wo Two Two two InitCap nonNum 0 no no no no no no noEditors 2 others title
Dimensional a D Di Dim Dime l al nal onal dimensional InitCap nonNum 0 no no no no no no noEditors 2 others title
Round a R Ro Rou Roun d nd und ound round InitCap nonNum 4 no no lastName no no no noEditors 2 others title
Robin a R Ro Rob Robi n in bin obin robin InitCap nonNum 7 maleName femaleName lastName no no no noEditors 3 others title
Schedulers a S Sc Sch Sche s rs ers lers schedulers InitCap nonNum 0 no no no no no no noEditors 3 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 3 others title
Packet a P Pa Pac Pack t et ket cket packet InitCap nonNum 0 no no no no no no noEditors 4 others title
Switches a S Sw Swi Swit s es hes ches switches InitCap nonNum 0 no no no no no no noEditors 4 others title
with a w wi wit with h th ith with with others nonNum 0 no no no no no no noEditors 4 others title
Multiple a M Mu Mul Mult e le ple iple multiple InitCap nonNum 0 no no no no no no noEditors 5 others title
Input a I In Inp Inpu t ut put nput input InitCap nonNum 0 no no no no no no noEditors 5 others title
Queues, , Q Qu Que Queu , s, es, ues, queues InitCap nonNum 0 no no no no no no noEditors 5 contPunct title
IEEE/ACM A I IE IEE IEEE M CM ACM /ACM ieeeacm AllCap nonNum 0 no no no no no no noEditors 6 others journal
Tr a T Tr Tr Tr r Tr Tr Tr tr InitCap nonNum 0 no no no no no no noEditors 6 others journal
ans. . a an ans ans. . s. ns. ans. ans others nonNum 16 no no no no placeName no noEditors 6 stopPunct journal
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others journal
Networking, , N Ne Net Netw , g, ng, ing, networking InitCap nonNum 0 no no no no no no noEditors 7 contPunct journal
pp. . p pp pp. pp. . p. pp. pp. pp others nonNum 0 no no no no no no noEditors 7 stopPunct pages
471-482. . 4 47 471 471- . 2. 82. 482. 471482 others possiblePage 0 no no no no no no noEditors 7 stopPunct pages
(October a ( (O (Oc (Oct r er ber ober october InitCap nonNum 8 no no no monthName no no noEditors 8 others date
94). . 9 94 94) 94). . ). 4). 94). 94 others 2dig 0 no no no no no no noEditors 8 stopPunct date

McCarthy, , M Mc McC McCa , y, hy, thy, mccarthy InitCap nonNum 4 no no lastName no no no possibleEditors 0 contPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no possibleEditors 0 stopPunct author
(1958). . ( (1 (19 (195 . ). 8). 58). 1958 others year 0 no no no no no no possibleEditors 0 stopPunct date
Programs a P Pr Pro Prog s ms ams rams programs InitCap nonNum 0 no no no no no no possibleEditors 0 others title
with a w wi wit with h th ith with with others nonNum 0 no no no no no no possibleEditors 0 others title
common a c co com comm n on mon mmon common others nonNum 4 no no lastName no no no possibleEditors 0 others title
sense. . s se sen sens . e. se. nse. sense others nonNum 0 no no no no no no possibleEditors 0 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no possibleEditors 1 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no possibleEditors 1 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName possibleEditors 1 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName possibleEditors 1 others booktitle
Symposium a S Sy Sym Symp m um ium sium symposium InitCap nonNum 0 no no no no no no possibleEditors 1 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no possibleEditors 1 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName possibleEditors 1 others booktitle
Mechanization a M Me Mec Mech n on ion tion mechanization InitCap nonNum 0 no no no no no no possibleEditors 2 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName possibleEditors 2 others booktitle
Thought a T Th Tho Thou t ht ght ught thought InitCap nonNum 0 no no no no no no possibleEditors 2 others booktitle
Processes, , P Pr Pro Proc , s, es, ses, processes InitCap nonNum 0 no no no no no no possibleEditors 2 contPunct booktitle
Vol. . V Vo Vol Vol. . l. ol. Vol. vol InitCap nonNum 0 no no no no no no possibleEditors 2 stopPunct volume
1, , 1 1, 1, 1, , 1, 1, 1, 1 others 1dig 0 no no no no no no possibleEditors 2 contPunct volume
pp. . p pp pp. pp. . p. pp. pp. pp others nonNum 0 no no no no no no possibleEditors 2 stopPunct pages
77-84. . 7 77 77- 77-8 . 4. 84. -84. 7784 others possiblePage 0 no no no no no no possibleEditors 3 stopPunct pages
National a N Na Nat Nati l al nal onal national InitCap nonNum 0 no no no no no no possibleEditors 3 others institution
Physical a P Ph Phy Phys l al cal ical physical InitCap nonNum 0 no no no no no no possibleEditors 3 others institution
Laboratory. . L La Lab Labo . y. ry. ory. laboratory InitCap nonNum 32 no no no no no publisherName possibleEditors 3 stopPunct institution
Reprinted a R Re Rep Repr d ed ted nted reprinted InitCap nonNum 0 no no no no no no possibleEditors 3 others note
in a i in in in n in in in in others nonNum 4 no no lastName no no no possibleEditors 3 others note
Minsky`s a M Mi Min Mins s `s y`s ky`s minskys InitCap nonNum 0 no no no no no no possibleEditors 4 others editor
(ed.) ) ( (e (ed (ed. ) .) d.) ed.) ed others nonNum 1 maleName no no no no no possibleEditors 4 braces editor
Semantic a S Se Sem Sema c ic tic ntic semantic InitCap nonNum 0 no no no no no no possibleEditors 4 others booktitle
Information a I In Inf Info n on ion tion information InitCap nonNum 0 no no no no no no possibleEditors 4 others booktitle
Processing, , P Pr Pro Proc , g, ng, ing, processing InitCap nonNum 0 no no no no no no possibleEditors 4 contPunct booktitle
MIT A M MI MIT MIT T IT MIT MIT mit AllCap nonNum 0 no no no no no no possibleEditors 4 others publisher
Press a P Pr Pre Pres s ss ess ress press InitCap nonNum 36 no no lastName no no publisherName possibleEditors 4 others publisher
(1968), , ( (1 (19 (196 , ), 8), 68), 1968 others year 0 no no no no no no possibleEditors 5 contPunct date
403-409. . 4 40 403 403- . 9. 09. 409. 403409 others possiblePage 0 no no no no no no possibleEditors 5 stopPunct pages
Also a A Al Als Also o so lso Also also InitCap nonNum 0 no no no no no no possibleEditors 5 others note
in a i in in in n in in in in others nonNum 4 no no lastName no no no possibleEditors 5 others note
R. . R R. R. R. . R. R. R. r singleCap nonNum 0 no no no no no no possibleEditors 5 stopPunct author
Brachman a B Br Bra Brac n an man hman brachman InitCap nonNum 4 no no lastName no no no possibleEditors 5 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no possibleEditors 5 others author
H. . H H. H. H. . H. H. H. h singleCap nonNum 0 no no no no no no possibleEditors 6 stopPunct author
Levesque, , L Le Lev Leve , e, ue, que, levesque InitCap nonNum 4 no no lastName no no no possibleEditors 6 contPunct author
Readings a R Re Rea Read s gs ngs ings readings InitCap nonNum 0 no no no no no no possibleEditors 6 others booktitle
in a i in in in n in in in in others nonNum 4 no no lastName no no no possibleEditors 6 others booktitle
Knowledge a K Kn Kno Know e ge dge edge knowledge InitCap nonNum 0 no no no no no no possibleEditors 6 others booktitle
Representation, , R Re Rep Repr , n, on, ion, representation InitCap nonNum 0 no no no no no no possibleEditors 6 contPunct booktitle
1985. . 1 19 198 1985 . 5. 85. 985. 1985 others year 0 no no no no no no possibleEditors 6 stopPunct date

K. . K K. K. K. . K. K. K. k singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Cooper, , C Co Coo Coop , r, er, per, cooper InitCap nonNum 5 maleName no lastName no no no noEditors 1 contPunct author
``Analyzing a ` `` ``A ``An g ng ing zing analyzing InitCap nonNum 0 no no no no no no noEditors 1 leadQuote title
aliases a a al ali alia s es ses ases aliases others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
reference a r re ref refe e ce nce ence reference others nonNum 0 no no no no no no noEditors 3 others title
formal a f fo for form l al mal rmal formal others nonNum 0 no no no no no no noEditors 4 others title
parameters'', , p pa par para , ', '', s'', parameters others nonNum 0 no no no no no no noEditors 4 endQuote title
Proc. . P Pr Pro Proc . c. oc. roc. proc InitCap nonNum 0 no no no no no no noEditors 5 stopPunct booktitle
Twelfth a T Tw Twe Twel h th fth lfth twelfth InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
POPL, , P PO POP POPL , L, PL, OPL, popl AllCap nonNum 0 no no no no no no noEditors 6 contPunct booktitle
Jan. . J Ja Jan Jan. . n. an. Jan. jan InitCap nonNum 15 maleName femaleName lastName monthName no no noEditors 6 stopPunct date
1985. . 1 19 198 1985 . 5. 85. 985. 1985 others year 0 no no no no no no noEditors 7 stopPunct date

Miller, , M Mi Mil Mill , r, er, ler, miller InitCap nonNum 5 maleName no lastName no no no noEditors 0 contPunct author
G. . G G. G. G. . G. G. G. g singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
1995. . 1 19 199 1995 . 5. 95. 995. 1995 others year 0 no no no no no no noEditors 0 stopPunct date
WordNet: : W Wo Wor Word : t: et: Net: wordnet InitCap nonNum 0 no no no no no no noEditors 1 contPunct title
A A A A A A A A A A a singleCap nonNum 32 no no no no no publisherName noEditors 1 others title
lexical a l le lex lexi l al cal ical lexical others nonNum 0 no no no no no no noEditors 2 others title
database a d da dat data e se ase base database others nonNum 0 no no no no no no noEditors 2 others title
for a f fo for for r or for for for others nonNum 32 no no no no no publisherName noEditors 3 others title
English. . E En Eng Engl . h. sh. ish. english InitCap nonNum 4 no no lastName no no no noEditors 3 stopPunct title
Communications a C Co Com Comm s ns ons ions communications InitCap nonNum 0 no no no no no no noEditors 4 others journal
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others journal
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 4 others journal
ACM A A AC ACM ACM M CM ACM ACM acm AllCap nonNum 0 no no no no no no noEditors 5 others journal
38 0 3 38 38 38 8 38 38 38 38 others 2dig 0 no no no no no no noEditors 5 others volume
39-41 0 3 39 39- 39-4 1 41 -41 9-41 3941 others possiblePage 0 no no no no no no noEditors 6 others pages

A. . A A. A. A. . A. A. A. a singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Louri a L Lo Lou Lour i ri uri ouri louri InitCap nonNum 0 no no no no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
H. . H H. H. H. . H. H. H. h singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
Sung. . S Su Sun Sung . g. ng. ung. sung InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
"A A " "A "A "A A "A "A "A a singleCap nonNum 32 no no no no no publisherName noEditors 1 leadQuote title
Compiler a C Co Com Comp r er ler iler compiler InitCap nonNum 0 no no no no no no noEditors 1 others title
Directed a D Di Dir Dire d ed ted cted directed InitCap nonNum 0 no no no no no no noEditors 2 others title
Cache a C Ca Cac Cach e he che ache cache InitCap nonNum 0 no no no no no no noEditors 2 others title
Coherence a C Co Coh Cohe e ce nce ence coherence InitCap nonNum 0 no no no no no no noEditors 2 others title
Scheme a S Sc Sch Sche e me eme heme scheme InitCap nonNum 0 no no no no no no noEditors 3 others title
With a W Wi Wit With h th ith With with InitCap nonNum 0 no no no no no no noEditors 3 others title
Fast a F Fa Fas Fast t st ast Fast fast InitCap nonNum 4 no no lastName no no no noEditors 3 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 3 others title
Parallel a P Pa Par Para l el lel llel parallel InitCap nonNum 0 no no no no no no noEditors 4 others title
Explicit a E Ex Exp Expl t it cit icit explicit InitCap nonNum 0 no no no no no no noEditors 4 others title
Invalidation." " I In Inv Inva " ." n." on." invalidation InitCap nonNum 0 no no no no no no noEditors 4 endQuote title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 5 others booktitle
Proc. . P Pr Pro Proc . c. oc. roc. proc InitCap nonNum 0 no no no no no no noEditors 5 stopPunct booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 6 others booktitle
1992 0 1 19 199 1992 2 92 992 1992 1992 others year 0 no no no no no no noEditors 6 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
Conference a C Co Con Conf e ce nce ence conference InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 7 others booktitle
Parallel a P Pa Par Para l el lel llel parallel InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Processing, , P Pr Pro Proc , g, ng, ing, processing InitCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
pages a p pa pag page s es ges ages pages others nonNum 4 no no lastName no no no noEditors 8 others pages
2-9, , 2 2- 2-9 2-9, , 9, -9, 2-9, 29 others possiblePage 0 no no no no no no noEditors 8 contPunct pages
Aug a A Au Aug Aug g ug Aug Aug aug InitCap nonNum 8 no no no monthName no no noEditors 8 others date
1992. . 1 19 199 1992 . 2. 92. 992. 1992 others year 0 no no no no no no noEditors 9 stopPunct date

G. . G G. G. G. . G. G. G. g singleCap nonNum 32 no no no no no publisherName noEditors 0 stopPunct author
Patnaik. . P Pa Pat Patn . k. ik. aik. patnaik InitCap nonNum 0 no no no no no no noEditors 1 stopPunct author
Personal a P Pe Per Pers l al nal onal personal InitCap nonNum 0 no no no no no no noEditors 2 others tech
communication, , c co com comm , n, on, ion, communication others nonNum 0 no no no no no no noEditors 3 contPunct tech
September a S Se Sep Sept r er ber mber september InitCap nonNum 8 no no no monthName no no noEditors 4 others date
1995. . 1 19 199 1995 . 5. 95. 995. 1995 others year 0 no no no no no no noEditors 5 stopPunct date

Kennedy, , K Ke Ken Kenn , y, dy, edy, kennedy InitCap nonNum 5 maleName no lastName no no no possibleEditors 0 contPunct author
A. . A A. A. A. . A. A. A. a singleCap nonNum 32 no no no no no publisherName possibleEditors 0 stopPunct author
D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no possibleEditors 0 stopPunct author
(1990) ) ( (1 (19 (199 ) 0) 90) 990) 1990 others year 0 no no no no no no possibleEditors 0 braces date
"The a " "T "Th "The e he The "The the InitCap nonNum 32 no no no no no publisherName possibleEditors 1 leadQuote title
theory a t th the theo y ry ory eory theory others nonNum 0 no no no no no no possibleEditors 1 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName possibleEditors 1 others title
hybrid a h hy hyb hybr d id rid brid hybrid others nonNum 0 no no no no no no possibleEditors 1 others title
stochastic a s st sto stoc c ic tic stic stochastic others nonNum 0 no no no no no no possibleEditors 2 others title
algorithms", , a al alg algo , ", s", ms", algorithms others nonNum 0 no no no no no no possibleEditors 2 endQuote title
in a i in in in n in in in in others nonNum 4 no no lastName no no no possibleEditors 2 others editor
P. . P P. P. P. . P. P. P. p singleCap nonNum 0 no no no no no no possibleEditors 3 stopPunct editor
H. . H H. H. H. . H. H. H. h singleCap nonNum 0 no no no no no no possibleEditors 3 stopPunct editor
Damgaard, , D Da Dam Damg , d, rd, ard, damgaard InitCap nonNum 0 no no no no no no possibleEditors 3 contPunct editor
et a e et et et t et et et et others nonNum 0 no no no no no no possibleEditors 3 others editor
al. . a al al. al. . l. al. al. al others nonNum 1 maleName no no no no no possibleEditors 4 stopPunct editor
(editors) ) ( (e (ed (edi ) s) rs) ors) editors others nonNum 0 no no no no no no possibleEditors 4 braces editor
Probabilistic a P Pr Pro Prob c ic tic stic probabilistic InitCap nonNum 0 no no no no no no possibleEditors 4 others booktitle
Methods a M Me Met Meth s ds ods hods methods InitCap nonNum 0 no no no no no no possibleEditors 5 others booktitle
in a i in in in n in in in in others nonNum 4 no no lastName no no no possibleEditors 5 others booktitle
Quantum a Q Qu Qua Quan m um tum ntum quantum InitCap nonNum 0 no no no no no no possibleEditors 5 others booktitle
Field a F Fi Fie Fiel d ld eld ield field InitCap nonNum 5 maleName no lastName no no no possibleEditors 5 others booktitle
Theory a T Th The Theo y ry ory eory theory InitCap nonNum 0 no no no no no no possibleEditors 6 others booktitle
and a a an and and d nd and and and others nonNum 0 no no no no no no possibleEditors 6 others booktitle
Quantum a Q Qu Qua Quan m um tum ntum quantum InitCap nonNum 0 no no no no no no possibleEditors 6 others booktitle
Gravity, , G Gr Gra Grav , y, ty, ity, gravity InitCap nonNum 0 no no no no no no possibleEditors 6 contPunct booktitle
New a N Ne New New w ew New New new InitCap nonNum 36 no no lastName no no publisherName possibleEditors 7 others location
York: : Y Yo Yor York : k: rk: ork: york InitCap nonNum 21 maleName no lastName no placeName no possibleEditors 7 contPunct location
Plenum a P Pl Ple Plen m um num enum plenum InitCap nonNum 32 no no no no no publisherName possibleEditors 7 others publisher
Press. . P Pr Pre Pres . s. ss. ess. press InitCap nonNum 36 no no lastName no no publisherName possibleEditors 8 stopPunct publisher

J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
Singh a S Si Sin Sing h gh ngh ingh singh InitCap nonNum 4 no no lastName no no no noEditors 0 others author
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 0 others author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
Hennessy. . H He Hen Henn . y. sy. ssy. hennessy InitCap nonNum 4 no no lastName no no no noEditors 1 stopPunct author
An a A An An An n An An An an InitCap nonNum 36 no no lastName no no publisherName noEditors 1 others title
empirical a e em emp empi l al cal ical empirical others nonNum 0 no no no no no no noEditors 1 others title
investigation a i in inv inve n on ion tion investigation others nonNum 0 no no no no no no noEditors 2 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 2 others title
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 2 others title
effectiveness a e ef eff effe s ss ess ness effectiveness others nonNum 0 no no no no no no noEditors 3 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 3 others title
and a a an and and d nd and and and others nonNum 0 no no no no no no noEditors 3 others title
limitations a l li lim limi s ns ons ions limitations others nonNum 0 no no no no no no noEditors 3 others title
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 4 others title
automatic a a au aut auto c ic tic atic automatic others nonNum 0 no no no no no no noEditors 4 others title
parallelization. . p pa par para . n. on. ion. parallelization others nonNum 0 no no no no no no noEditors 4 stopPunct title
In a I In In In n In In In in InitCap nonNum 4 no no lastName no no no noEditors 5 others booktitle
Proceedings a P Pr Pro Proc s gs ngs ings proceedings InitCap nonNum 0 no no no no no no noEditors 5 others booktitle
of a o of of of f of of of of others nonNum 48 no no no no placeName publisherName noEditors 5 others booktitle
the a t th the the e he the the the others nonNum 32 no no no no no publisherName noEditors 6 others booktitle
International a I In Int Inte l al nal onal international InitCap nonNum 32 no no no no no publisherName noEditors 6 others booktitle
Symposium a S Sy Sym Symp m um ium sium symposium InitCap nonNum 0 no no no no no no noEditors 6 others booktitle
on a o on on on n on on on on others nonNum 4 no no lastName no no no noEditors 6 others booktitle
Shared a S Sh Sha Shar d ed red ared shared InitCap nonNum 0 no no no no no no noEditors 7 others booktitle
Memory a M Me Mem Memo y ry ory mory memory InitCap nonNum 4 no no lastName no no no noEditors 7 others booktitle
Multiprocessors, , M Mu Mul Mult , s, rs, ors, multiprocessors InitCap nonNum 0 no no no no no no noEditors 7 contPunct booktitle
Tokyo, , T To Tok Toky , o, yo, kyo, tokyo InitCap nonNum 16 no no no no placeName no noEditors 8 contPunct location
Japan, , J Ja Jap Japa , n, an, pan, japan InitCap nonNum 16 no no no no placeName no noEditors 8 contPunct location
April a A Ap Apr Apri l il ril pril april InitCap nonNum 14 no femaleName lastName monthName no no noEditors 8 others date
1991. . 1 19 199 1991 . 1. 91. 991. 1991 others year 0 no no no no no no noEditors 9 stopPunct date

D. . D D. D. D. . D. D. D. d singleCap nonNum 0 no no no no no no noEditors 0 stopPunct author
J. . J J. J. J. . J. J. J. j singleCap nonNum 4 no no lastName no no no noEditors 0 stopPunct author
